delta,ratio
-16.313785283520343,0.0039654163687187155
-14.51368331473848,0.0067932132873951764
-15.654632278055862,0.007800819086004031
-18.57226793697059,0.002795293505818111
-13.096298944722529,0.004875511928752519
-15.11786757217351,0.0016576740557758564
-15.8666286150522,0.008873431710329584
-17.22495656161544,0.007183254241695378
-17.731097479521065,0.0029578105701098616
-16.603791299462593,0.014171488006240655
-17.642965611389197,0.0016251706429175063
-15.373603909261536,0.001527660404342456
-14.888105276193665,0.02327244360657869
-17.249520233237938,0.003867906130143665
-14.862965611389196,0.003607878827276864
-15.870687619111205,0.008418383930312683
-15.470410619849433,0.019209516999284925
-16.052839029110714,0.00256776961580966
-14.943425381504138,0.002827796918676461
-18.45756020598379,0.0024052525515179096
-17.628923058197707,0.001527660404342456
-17.968228769283932,0.0024702593772346097
-12.50652996782484,0.0032828446986933628
-13.601060849484433,0.0027302866801014107
-11.584890745079036,0.006078138204511474
-17.522158436501304,0.007248261067412078
-14.144302658742957,0.02333745043229539
-18.25582275424634,0.0018201911200676072
3.805139664804468,0.0016251706429175063
3.095817101483494,0.0013976467529090554
-1.0106983508763285,0.0036728856529935645
