delta,ratio
-21.094247045070233,0.015303457641282775
-19.82625138884932,0.0022981301577352973
-20.231042543640477,0.0019325185417319545
-20.005437991720132,0.004961871931473937
-19.0830695706675,0.0020892092343048154
-20.11521242781036,0.00804345555207354
-21.67186267411578,0.0015146766948709914
-18.558069570667502,0.0036561161600334275
-18.85305164952055,0.014572234409276089
-21.81729822080524,0.0189595738013162
-18.71960803220596,0.0027159720045962605
-20.210638740627978,0.01321424840697796
-21.787481335373386,0.00266374177373864
-19.512761259675543,0.019481876109892406
-20.196858659157186,0.07850203697900345
-18.210450523048454,0.009871513632090254
-20.414696076691598,0.004335109161182492
-21.67379990774615,0.004648490546328214
-18.6028971568744,0.013632090253838922
-18.0786802576904,0.013684320484696543
-15.87571662949103,0.0035516556983181866
-19.34709648578137,0.025227201504230648
-19.804461323244823,0.005066332393189178
-18.801659314257243,0.020369790034471952
-21.541402904000833,0.0031338138514572234
-20.121705934303865,0.006894390473205891
-19.7717414456675,0.02674187819910164
-18.480291792889723,0.010341585709808837
-13.834992647590578,0.0027159720045962605
-14.316893100079266,0.007103311396636373
-20.866117260682405,0.035046484905463283
-21.809793708598534,0.003029353389741983
-20.386903926495723,0.008513527629792123
-21.519237955547226,0.015198997179567533
-18.718595886456974,0.0158779901807166
-16.0080695706675,0.0022981301577352973
-19.565761878359808,0.023085762039068213
-21.521583084181017,0.007730074166927818
-21.344276467219224,0.003029353389741983
-18.097265550567,0.010393815940666457
1.5413056795309341,0.00407395800689439
2.0792286501377415,0.003917267314321529
3.4035778208840526,0.0037083463908910478
1.5293040293040292,0.0027159720045962605
4.138792505204718,0.0022981301577352973
3.2673214887572826,0.00673769978063303
3.6668712194266675,0.00532748354747728
