delta,ratio
-20.455677032489966,0.0018203502604983994
-19.876439092404894,0.0026572929090034106
-20.459293201933335,0.00186219739292365
-19.191596572719853,0.0008369426485050112
-20.49733051767398,0.0045613374343523114
-12.165269139091535,0.0023643629820266567
-15.839488138984914,0.0034733119912957965
-21.116596572719853,0.0015901910321595213
-17.61251494006679,0.005126273722093193
3.5906106344873514,0.004645031699202812
-19.957378695624882,0.00749063670411985
-20.82231085843414,0.003661624087209424
-10.482575954163153,0.002029585922624652
-21.28916294440127,0.0023643629820266567
-16.906316198888078,0.00447764316950181
-20.22004484858192,0.0012135668403322661
4.383403427280147,0.0021132801874751534
-21.793067160955147,0.0010671018768438894
-21.041921248044527,0.0064444583934885865
-19.214996572719855,0.0130772288828908
4.131738979876683,0.015713598225681587
-17.30361947348321,0.0027409871738539116
-20.997762492002366,0.004665955265415437
-18.888148296857786,0.0048542673613290645
3.729197819803513,0.002238821584750905
-20.047365803489086,0.0013600318038206431
-19.87675917434587,0.0025735986441529093
-18.45370997478171,0.01014792961312326
-20.559992799134946,0.0011089490092691398
-21.187574490700925,0.006632770489402214
-12.32757923167939,0.01085933086435252
-22.267082009613056,0.0021551273199004036
-21.65011612579248,0.00749063670411985
-19.02301368501932,0.0039127068817609275
-17.45921158482639,0.00864143284581424
-20.803588442638553,0.0025735986441529093
-21.22265717878046,0.0013809553700332685
