delta,ratio
-22.429446389521512,0.007180733539549271
-23.17764105200189,0.005413168360583296
-19.6882353146446,0.014766534099278245
-22.266683038223128,0.017344233318603623
-2.6996524043135146,0.08093975548681691
-20.822266902342026,0.002761820592134335
-20.43671134678647,0.003977021652673442
-22.031155791230915,0.004971277065841803
-21.319824658117604,0.0037192517307409042
-23.360153081203812,0.016607747827367802
-23.83750499758012,0.002835469141257917
-21.332010492085615,0.0028722934158197082
-23.463408277179898,0.009463838562380322
-12.382732695646247,0.008432758874650169
-24.716625876701,0.003351008985122993
-21.051790711865834,0.0020621593754603035
-21.17767360090662,0.02308882015024304
-16.429694814683433,0.021284430696715276
-12.06969306267958,0.014545588451907497
-23.031884388680822,0.0022462807482692593
-24.225007757571287,0.023825305641478865
-24.60695337098889,0.0037192517307409042
-23.703051216067514,0.0018780380026513477
-24.58893356900869,0.0018412137280895567
-20.489225539811613,0.015134776844896156
-19.345103781774647,0.0034614818088083664
-23.033094642834193,0.005486816909706879
-21.965895594325147,0.0029091176903814995
-23.221433569008692,0.004713507143909265
-24.956103380329445,0.00195168655177493
-23.699713710852663,0.00519222271321255
-24.050443002970958,0.00390337310354986
-24.79854395861908,0.002835469141257917
-22.0559923925381,0.002504050670201797
1.3261170810782552,0.0022462807482692593
