delta,ratio
-23.122705988991378,0.0015028836580188237
-19.28728932232471,0.0018034603896225883
-20.75205235017736,0.006969622964062294
-22.36239897144752,0.006424827638030471
-25.32857948296728,0.0015592417951945294
-25.186355414278736,0.0016343859780954706
-23.38560439536588,0.018861189908136237
-19.1060851098705,0.0034190603219928237
-22.583890199517693,0.00571095790047153
-22.037837567938745,0.0021416092126768237
-19.571412885543104,0.001089590652063647
-21.67270598899138,0.002104037121226353
-24.68273685318891,0.001521669703744059
-24.08724680531791,0.001841032481073059
-18.114372655658045,0.009017301948112942
-21.031424476386334,0.002235539441303
-23.97023592911114,0.0031372696361142943
-15.548168951954342,0.00507223234581353
-22.502012711680454,0.002235539441303
-21.934185580828114,0.001841032481073059
-17.901047573149796,0.0018973906182487648
-24.07575717009374,0.00954331122841953
-22.34027845275949,0.0012962371550412353
-21.81853932232471,0.000958088331987
-25.191088341932556,0.001277451109316
-17.59390164116529,0.0008641581033608236
-12.31853932232471,0.0013525952922169412
-15.896373501681733,0.007401702015742706
-24.179650433435825,0.0013525952922169412
-20.59631710010249,0.0016907441152711766
-13.469332973118362,0.0011835208806898236
104.01479401100862,0.013300520373466589
-22.565951330606286,0.0030245533617628824
-21.273084776870164,0.0012398790178655295
-21.92806313184852,0.0013150232007664707
-24.259178591731104,0.002742762675884353
-22.323915666410734,0.0017471022524468824
-21.58088500133706,0.006086678814976236
-16.55663456041995,0.0010520185606131766
-17.61707412085951,0.006838120643985647
-25.01020598899138,0.0007514418290094118
-19.653430288056796,0.0020101068926001767
-22.67875437608815,0.0011647348349645883
-21.204902958688347,0.004959516071462118
-23.906258620570327,0.0007138697375589412
-20.023667527452915,0.002686404538708647
3.8771929824561404,0.0008641581033608236
2.788467847769028,0.0018034603896225883
