delta,ratio
-24.542941472603854,0.001136885622416169
-26.35879228845467,0.0013435920992191088
-25.000545334463034,0.007016536518144235
-27.394724610101278,0.0016881028938906752
-26.34680096303051,0.0023082223242994948
-29.251527331189713,0.001607717041800643
-28.265163694826075,0.0007579237482774461
-29.64458288674527,0.0016536518144235185
-28.76917439001324,0.0007808911345888838
-25.326397797510957,0.004432705558107488
-26.691287679773588,0.005271015158474965
-29.187241616903997,0.00112540192926045
-22.456214831189712,0.0029398254478640333
-24.54967547933786,0.002480477721635278
-28.16978129944368,0.003617363344051447
-29.34957927924166,0.0017684887459807075
-27.647681177343557,0.0022393201653651816
40.550184696905106,0.013079926504363803
-24.387903352988076,0.0042145153881488285
-27.241149972699148,0.0012172714745062013
-26.68201513606776,0.0009416628387689481
-28.421729351391733,0.001136885622416169
-25.93045295102442,0.0013895268718419843
-28.70022862989101,0.0008842443729903537
-29.133921697386896,0.0008153422140560404
-25.589497256001742,0.001527331189710611
-27.75627593454167,0.004111162149747358
-26.401527331189712,0.0005971520440973818
-28.0857378575055,0.0006545705098759761
-28.42152733118971,0.0022967386311437757
-26.63009875976114,0.0012057877813504824
