delta,ratio
-20.490034799011106,0.0016428340043500393
-20.7743251565409,0.0015040029617289093
-17.24710202506245,0.003262529501596557
-21.919502473655857,0.010389189689481234
-19.9892306662561,0.006687028552917766
-22.467693856806154,0.002013050118006386
-12.221167866070179,0.0015502799759359526
-20.660023706201265,0.009695034476375585
-22.96997102011129,0.006131704382433246
-22.214709771925516,0.0024064047387662548
-18.256713820508512,0.0017585265398676478
-20.74355592577167,0.004419454856772641
25.682129499913753,0.016034985422740525
-20.191763097086408,0.011615530565967884
-20.772127354343098,0.004859086491739553
-20.609227567562712,0.0015502799759359526
-18.645290029817915,0.004002961728909251
-18.354227862530564,0.011708084594381971
-20.36074342577167,0.00592345781850155
-14.620099135648212,0.003748438150770512
-12.645994950161914,0.0009486787912443889
-14.50442549098906,0.0010643713267619974
-19.67416817066963,0.005668934240362812
-22.252030502042857,0.0027303438382155583
-20.665021894358055,0.004419454856772641
-21.4350452874738,0.002175019667731038
-13.614523667707154,0.0021518811606275165
-20.75307973529548,0.0024295432458697765
-22.57114213266822,0.002013050118006386
-20.1053649709978,0.004604562913600814
-19.625037407253153,0.003123698458975427
-19.376467318176733,0.0018279420611782128
-22.492127354343097,0.004049238743116294
-22.49765428642741,0.002822897866629645
-21.244401949460332,0.013674857698181313
-21.09540777762352,0.0012494793835901709
-19.96053705784714,0.0024526817529732983
-22.881853798112097,0.002175019667731038
2.2626238930268023,0.0013651719191077791
