delta,ratio
-20.67253913360029,0.004079601990049751
-13.309265212399541,0.0025870646766169153
-16.80536708350141,0.003681592039800995
-18.12196589647046,0.013706467661691542
-18.914688980248457,0.008308457711442787
-21.867073368099263,0.002064676616915423
-20.830610802293517,0.008482587064676616
-21.07342605156038,0.0013681592039800996
-2.17342605156038,0.002736318407960199
-20.555722702278082,0.002835820895522388
-13.473201584669244,0.0020149253731343284
-21.182516960651288,0.0024626865671641793
-14.118315625263513,0.004402985074626865
-16.09307414540202,0.004626865671641791
-19.165458963460843,0.011268656716417911
-9.423890230926293,0.01291044776119403
-19.711310875899386,0.006243781094527363
-20.516555015619574,0.0010696517412935324
-19.503963469943102,0.004502487562189054
-18.166249018067557,0.00236318407960199
-18.636188289322618,0.005174129353233831
-20.617862785310088,0.009776119402985074
-21.018880597014924,0.0026119402985074628
-20.772637822448452,0.004303482587064676
-21.096658374792703,0.0026865671641791043
-19.49870515841843,0.005671641791044776
-9.612773726785917,0.006517412935323383
-19.809952025586355,0.0027860696517412937
-18.385090642677024,0.005447761194029851
