delta,ratio
-28.354973878300918,0.0014819634208053207
-28.66195972593717,0.0014638906961613532
-23.284574765218878,0.003180799537338249
-27.640283010462007,0.00466276295814357
-28.203405934050046,0.00202414516012434
-27.067154901845257,0.0031265813634063474
-27.50300910865322,0.0013012361743656475
-27.550217476622187,0.014494325164461794
-27.604361855452062,0.004861562929227211
-25.780786886430995,0.0013012361743656475
-25.45747465014408,0.022843923949974698
-27.595663843925404,0.02154268777560905
-22.919499966599773,0.0014277452468734186
-21.492576440962488,0.015687124990963638
-27.09289380466999,0.0019157088122605363
-26.043665674309786,0.0019879997108364056
-24.61732534796946,0.00986770765560616
-25.999536886430995,0.001734981565820863
-27.41348996766349,0.004301308465264223
-24.834708455058447,0.0024578905515795562
-22.98912021976433,0.0031446540880503146
-27.783237866823153,0.0012289452757897781
-28.653299324241942,0.0012108725511458108
-27.424792734384212,0.0030904359141184124
-25.1683655027832,0.0009578544061302681
-24.28157304995301,0.0038314176245210726
-16.80162021976433,0.00202414516012434
-28.687036886431,0.001734981565820863
-27.102565597915593,0.0021506542326321116
-26.23197736262147,0.0006325453625388563
-25.54269164833576,0.00202414516012434
-23.291445801159682,0.0031085086387623796
36.32848984312875,0.0028735632183908046
-27.949585336043402,0.003885635798452975
-25.553935034579148,0.001951854261548471
-21.944146674790787,0.0034157449577098243
-20.884047755996214,0.004988072001734982
-26.811871542515654,0.0034157449577098243
-27.64189799754211,0.0013012361743656475
-26.203405934050046,0.0008855635075543989
-27.98302265878872,0.005927853683221283
-26.747398365459695,0.002728981421239066
-25.424604090732075,0.0033615267837779224
-27.515436009238016,0.002747054145883033
-27.26886705520737,0.007138726234367093
-21.325483856127967,0.0019879997108364056
-24.219457298416017,0.0016084724933130919
-27.65224078714022,0.0025482541747993926
-27.190187835422694,0.005078435624954818
-23.415590807999624,0.0024578905515795562
-24.610139328044585,0.00283741776910287
-27.596502770099903,0.0026928359719511313
-18.435749433247477,0.012867779946504735
-24.904214559386972,0.0009578544061302681
-27.23912021976433,0.00101207258006217
-28.24206139623492,0.0015361815947372225
-28.190151147599384,0.0017530542904648306
1.5651286239281355,0.0022410178558519484
2.2732102908277403,0.0013012361743656475
1.4079506032206286,0.0016084724933130919
1.9017900338655043,0.0009578544061302681
2.5489776046738077,0.0007048362611147257
