delta,ratio
-18.44815833985509,0.009164121077478478
-20.00727408749543,0.0028232898268999353
-22.96757121864297,0.0059242802925113395
-20.379271800038318,0.015921503286124225
-17.293612885309635,0.0020827547903360176
-21.625023141719893,0.0048134777376654635
-21.197913960578454,0.0286957326668518
-21.292292753296437,0.004674627418309729
-15.555759777965005,0.0027307229473294455
-17.40694621864297,0.002314171989262242
-15.220885612582364,0.004582060538739239
-21.650475630407676,0.002360455429047487
-20.14609515481318,0.006525965009719522
-20.08944621864297,0.007405350365639174
-21.939849444449422,0.00286957326668518
-21.25147452052976,0.004906044617235953
-19.97221648891324,0.013699898176432473
4.188689217758986,0.0030547070258261596
