delta,ratio
-20.254299131866333,0.02576383792344239
-14.430845005271092,0.009502105141179652
-12.388594189062143,0.0049055583452431535
-18.337000638255994,0.004055776584649852
-23.981999040301375,0.005755340105836455
-24.39045685945415,0.007184518521379736
-24.06819514995898,0.009115840704546333
-22.65955702923344,0.004403414577619839
-25.016654317909676,0.0021244544014832555
-25.433131590636947,0.0024720923944532426
-21.839381590636947,0.011896944648306231
-25.655419326486005,0.0020472015141565917
-24.763538894007734,0.04812854880451157
-23.61137572553431,0.013171617289196184
-8.404817832247684,0.005755340105836455
-19.20220210345746,0.007532156514349724
-25.165652777077625,0.013673761056819498
-25.889381590636948,0.002703851056433234
-25.674287251014306,0.0020472015141565917
-24.857381590636948,0.004828305457916489
-22.99478699604235,0.005716713662173124
-24.550251155854337,0.00444204102128317
-25.175095876351232,0.001351925528216617
-16.304334861664984,0.00826605894395303
-24.443430554855404,0.06153192475568774
-21.966740081202985,0.004094403028313183
-22.970960538005368,0.02054926802889258
-20.34326760099964,0.00745490362702306
-22.303667304922662,0.003785391479006528
-24.026223695900107,0.003669512148016532
-21.925163785969705,0.04469079531847503
-25.914778416033773,0.002433465950789911
-23.49961414877648,0.04152342693808181
-24.500340494746535,0.00563946077484646
-17.89583320354017,0.003592259260689868
-21.981381590636946,0.009656610915832978
-24.699444483718707,0.006141604542469775
-24.702589137806758,0.004094403028313183
-23.707563408818764,0.0021244544014832555
-24.78472209242906,0.010776777782069605
-22.22518405977275,0.0031287419367298855
6.007614170442867,0.0034377534860365404
1.8208239700374529,0.002896983274749894
0.5517917133258674,0.0036308857043532003
1.2797977755308398,0.0026652246127699024
