delta,ratio
-30.573144434467395,0.0006744487678339819
-28.546422160757167,0.000717682663207955
-31.36130072262368,0.0005447470817120623
-28.36484880852471,0.0007349762213575443
-17.02246807670442,0.0010981409424989192
-21.071822732114764,0.00083873757025508
-30.11080469087765,0.001106787721573714
-17.13042049174345,0.0019974059662775617
-18.82955469087765,0.0006398616515348032
-29.256383959170336,0.0007090358841331604
-25.147515855926194,0.0035624729788153913
-27.292517653840612,0.000933852140077821
-30.074837709745573,0.0027496757457846953
-14.658502059298701,0.0006571552096843925
-31.38476941480403,0.001409424989191526
-31.11427691309987,0.001245136186770428
-29.911833171890308,0.0006830955469087765
-11.652631613954572,0.001124081279723303
-28.270295431618393,0.0011673151750972762
-23.356951951151622,0.0006312148724600086
-30.411521903992405,0.0015823605706874189
-30.753944934780087,0.001772589710332901
-25.206267019644773,0.0006312148724600086
-19.421508713866157,0.0007522697795071336
-29.531801881888885,0.0007695633376567229
-19.277471357544318,0.0008300907911802854
-30.53864559996856,0.0009511456982274103
-27.80694162555102,0.001720709035884133
-27.483400844723803,0.0006744487678339819
-26.670900844723803,0.001798530047557285
-27.367649928972888,0.0009079118028534371
-29.741925824898267,0.00083873757025508
-28.800846556906357,0.003614353653264159
-30.29878546010842,0.001124081279723303
-29.94174305652862,0.006242974492001729
-28.134152392027076,0.0007522697795071336
