delta,ratio
-19.706350365959423,0.003783384450066041
-19.75072906418427,0.007566768900132082
-22.371889954575934,0.0018804987799144822
-18.29724387992986,0.005798204571402986
-20.645699478385456,0.0008954756094830867
-19.253908433609336,0.0014999216458841701
-21.91653281171879,0.0010745707313797041
-21.28963887232485,0.0022163021334706398
-21.35589848336058,0.017999059750610044
-21.608028245508745,0.006536971949226533
-12.990143922829901,0.00805928048534778
-21.301104883790863,0.0016566298775437104
-20.7809453800248,0.0013656003044617072
-22.431699478385454,0.002798361279634646
-19.253516897063314,0.02133470639593454
-21.68582293517558,0.0018133381092032507
-17.31360992614665,0.0029998432917683403
-21.995699478385454,0.00134321341422463
-17.9885566212426,0.0031341646331908037
-19.275329108015086,0.0024177841456043342
-12.200784224148167,0.005283306095950212
-21.150452330096485,0.005887752132351295
-18.329434418144494,0.0018581118896774048
-14.774487357173335,0.005171371644764826
-18.93748220819047,0.008036893595110704
-19.565191003809183,0.010566612191900424
-17.165362399733773,0.001992433231099868
-16.011770906956883,0.0025073317065526426
-16.944086575159652,0.0013879871946987845
-15.704341453694099,0.0036266762184065013
-19.341266257285568,0.019946719201235755
-21.22524493293091,0.0019700463408627907
-21.914470809443475,0.01311871767892722
-6.414094127214888,0.006693680180886073
-22.642416176321667,0.01193221249636213
-19.77975744939995,0.004634086279074974
-21.815699478385454,0.0011193445118538583
-23.222802282123773,0.002395397255367257
-19.88420522551189,0.0019476594506257136
-16.818113271488905,0.01817815487250666
-19.716711151537208,0.005753430790928832
-20.846261276138264,0.009962166155499339
-19.571625404311384,0.0024177841456043342
-20.218893394735268,0.005887752132351295
-19.90978398542771,0.001589469206832479
-20.552842335528315,0.0023506234748931027
2.61685994647636,0.002126754572522331
2.6353478007979216,0.003067003962479572
