ID,X,Y,A,B,theta,total_flux,mu_max,mu_median,mu_mean,R_fwhm,R_e,R10,R90,x_start,x_end,y_start,y_end,area,greylevel
0,506.5537572215303,495.63119498522246,306.6345467611035,299.9133475051265,-0.5274821259820859,2369477.0,21.0,3.0,3.4283355880459236,40.50786915251703,230.2391261395503,87.41297854347428,366.76315439555873,0,1023,0,1023,691145,3.4283355880459236
1,648.0431893687708,6.691029900332226,5.020888666545898,2.097853748493781,-0.33770887075227496,301.0,4.0,2.0,1.7916666666666667,5.232078956954491,3.8678889139475245,1.4927053303604616,6.383076486422923,636,658,1,12,168,8.791666666666666
2,258.2258064516129,6.967741935483871,2.9074329317760204,1.5604155782318858,-1.4419446282070565,217.0,6.0,3.0,3.013888888888889,3.826519928662906,2.7057581899030048,0.9772050238058398,4.1841419359420025,255,262,1,14,72,10.01388888888889
3,594.8872802481902,6.27817993795243,6.399148334249948,3.5747453855091424,-0.49298049864428145,967.0,8.0,3.0,3.3693379790940767,6.102643417692329,5.046265044040321,2.0342144725641096,8.097643889049511,576,607,0,17,287,10.369337979094077
4,1009.978102189781,11.532846715328468,1.9165223790709092,1.5749581070053102,-1.4883982616543743,137.0,5.0,3.0,2.795918367346939,3.0901936161855166,2.256758334191025,0.7978845608028654,3.385137501286538,1007,1014,8,15,49,11.795918367346939
5,872.826714801444,19.315884476534297,3.074370032053352,2.0773902033131013,-1.1712638477414254,554.0,10.0,4.5,4.694915254237288,4.3336224206596095,3.2410224072142872,1.2615662610100802,5.046265044040321,867,878,13,25,118,11.694915254237289
6,974.7618203309693,8.872340425531915,7.129294982864472,3.3602120276495913,-1.1254995572229138,1692.0,13.0,5.0,5.440514469453376,5.613615477764332,5.440847306724618,2.0342144725641096,8.63044108762739,964,984,0,23,311,15.440514469453376
7,303.6556671449067,22.97847919655667,4.999093707875412,2.408543374238094,1.2248370705074128,697.0,10.0,4.0,3.8722222222222222,4.442433223290478,4.145929793656026,1.5957691216057308,6.457444935117649,297,311,13,35,180,10.872222222222222
8,428.79064039408865,21.667487684729064,3.730469962083022,2.2422578230664914,1.214125733795552,406.0,7.0,2.0,2.9,4.1073621666150775,3.523362819972964,1.381976597885342,5.641895835477563,424,435,14,29,140,9.9
9,18.557692307692307,24.03846153846154,2.7338284150237357,1.6685907280461636,-1.5566522584628852,156.0,4.0,2.0,2.136986301369863,4.1073621666150775,2.7057581899030048,0.9772050238058398,4.1841419359420025,16,22,19,30,73,9.136986301369863
