ID,X,Y,A,B,theta,total_flux,mu_max,mu_median,mu_mean,R_fwhm,R_e,R10,R90,x_start,x_end,y_start,y_end,area,greylevel
0,511.4077224707242,505.7688336455995,301.2272881452988,290.14140698912047,0.7637460905103118,2178163.0,12.0,3.0,2.7616499179681457,161.81720507180623,252.30820588650832,99.32140596428273,395.7499378382902,0,1023,0,1023,788718,2.7616499179681457
1,856.578125,6.53125,1.7931090471712772,1.1303450211450992,0.18433325927449223,64.0,5.0,1.0,1.1851851851851851,1.5957691216057308,1.692568750643269,0.5641895835477563,2.8209479177387813,853,861,0,10,54,8.185185185185185
2,930.0456790123457,11.77530864197531,9.39059643892769,7.029737702257749,-0.5757066434096181,810.0,5.0,2.0,2.4035608308605343,6.817128675830715,6.102643417692329,2.256758334191025,9.18434101276213,912,943,0,24,337,7.403560830860534
3,83.6564402530739,16.822251402650114,12.732474822370275,8.084566657925127,-0.24387521974409954,8377.0,24.0,4.0,6.424079754601227,8.758577656805558,9.166995688475081,3.523362819972964,16.708015147921802,33,120,0,45,1304,11.424079754601227
4,735.0909090909091,6.4646464646464645,2.3050457208176396,1.4170596213421296,-0.7493727345593538,99.0,4.0,1.5,1.706896551724138,3.0382538898732494,2.256758334191025,0.7978845608028654,3.6996385101659595,731,739,1,10,58,8.706896551724139
5,498.8695652173913,2.760869565217391,2.443250007185101,1.4520698048184584,-0.17490837741898352,92.0,3.0,2.0,1.5593220338983051,3.141274657157109,2.393653682408596,0.9772050238058398,3.6996385101659595,493,503,0,6,59,7.559322033898305
6,141.91379310344828,3.2413793103448274,1.9901456938156346,1.4708091954161495,1.540015056879919,116.0,6.0,1.0,1.901639344262295,2.5854414729132054,1.9544100476116797,0.5641895835477563,3.2897623212397704,137,146,0,8,61,8.901639344262295
7,260.3592233009709,5.378640776699029,4.85348740818311,2.4566903408383336,1.5645676991190864,412.0,8.0,3.0,3.0072992700729926,3.523362819972964,3.385137501286538,1.2615662610100802,5.641895835477563,255,265,0,17,137,8.007299270072993
8,834.2098765432099,4.432098765432099,2.176898038306915,1.4717879920127415,-1.2560366665021852,81.0,4.0,2.0,1.9285714285714286,2.985410660720923,2.111004122822376,0.7978845608028654,3.1915382432114616,830,837,0,8,42,8.928571428571429
9,566.5294117647059,3.5,1.6130952001145906,1.5764815627361641,0.0,68.0,3.0,1.5,1.5454545454545454,2.6462837142006137,2.0342144725641096,0.7978845608028654,3.2410224072142872,563,570,0,7,44,7.545454545454546
10,622.8073394495412,5.487549148099607,5.574661571012618,2.4499372290681047,0.1840732188210183,763.0,9.0,3.0,3.436936936936937,4.1073621666150775,4.61809077155419,1.692568750643269,7.312732791431452,608,634,0,11,222,8.436936936936936
11,245.17948717948718,11.435897435897436,2.209971527647764,0.9178897392812104,0.28818079040905464,39.0,2.0,1.0,0.7959183673469388,3.0382538898732494,1.692568750643269,0.5641895835477563,2.8209479177387813,241,250,8,14,49,8.795918367346939
12,1001.2544283413848,11.742351046698873,4.9394641024047,2.2129863750187644,-0.0677782719249815,621.0,9.0,4.0,4.3125,4.296739856991561,3.8678889139475245,1.4927053303604616,6.050259243299904,993,1015,6,16,144,8.3125
13,371.6627516778523,3.4379194630872485,3.574173023723889,1.9178546794084477,-0.6432629957685947,596.0,11.0,5.0,5.321428571428571,4.068428945128219,3.141274657157109,1.2615662610100802,5.014626706796775,364,380,0,11,112,11.321428571428571
14,334.8125581395349,17.196744186046512,11.229501297655737,4.0416773194539575,-0.1485441178610316,2150.0,7.0,4.0,3.5655058043117744,9.981532666656284,8.117274569709014,3.2410224072142872,12.231338704589191,309,359,6,29,603,8.565505804311774
