ID,X,Y,A,B,theta,total_flux,mu_max,mu_median,mu_mean,R_fwhm,R_e,R10,R90,x_start,x_end,y_start,y_end,area,greylevel
0,516.8793185455368,496.7501181219271,303.5422979865159,297.92006727592377,0.3423397503209559,1902695.0,12.0,2.0,2.3318455171264314,123.35641089548655,245.5994438349891,95.00858778236805,388.79335384044725,0,1023,0,1023,815961,2.3318455171264314
1,824.958670260557,13.40566037735849,6.957057822278897,3.815431354778214,0.618012417460575,2226.0,11.0,6.0,5.607052896725441,8.097643889049511,6.4820448144285745,2.6462837142006137,9.788323438736636,812,839,0,25,397,9.60705289672544
2,990.7772744920409,9.672059013847548,18.092842271524795,7.6451144939872275,0.028345720712306913,7727.0,13.0,4.0,4.814330218068536,12.074184356393443,11.821084554078958,4.652426491681278,18.856090338861186,926,1023,0,31,1605,9.814330218068536
3,52.861702127659576,4.476595744680851,4.45829279098656,3.3336955165793096,-0.36102488923226245,470.0,6.0,2.0,2.175925925925926,5.046265044040321,4.029119531035698,1.5957691216057308,6.506551687525748,43,70,0,15,216,8.175925925925926
4,865.0785714285714,1.1785714285714286,2.616363538919731,1.1158638072356646,-0.01653848564925217,140.0,7.0,2.0,2.6923076923076925,2.256758334191025,2.0342144725641096,0.7978845608028654,3.2897623212397704,859,871,0,4,52,8.692307692307692
5,309.9820987654321,7.017592592592592,6.725733613777297,5.217609155946086,-0.5846455225521237,3240.0,20.0,5.0,5.806451612903226,6.358093703724522,6.6036697681803656,2.4592453796829674,10.57008845991889,297,332,0,25,558,10.806451612903226
6,488.32246998284734,11.34648370497427,4.432446870373021,2.04219080266014,0.5462132841684381,583.0,8.0,4.0,3.810457516339869,5.140011726956917,3.826519928662906,1.4927053303604616,5.917270272703197,478,496,4,18,153,8.81045751633987
7,562.7916666666666,2.1125,2.0351114086983144,1.7530247744361147,-0.13165334298271725,240.0,10.0,4.0,4.705882352941177,2.5854414729132054,2.111004122822376,0.7978845608028654,3.477898169151024,558,567,0,6,51,17.705882352941178
8,374.6326530612245,2.010204081632653,3.651433407307974,1.3965505798908533,0.23376495052370544,98.0,3.0,1.5,1.4848484848484849,3.2410224072142872,2.5231325220201604,0.9772050238058398,3.9088200952233594,364,380,0,6,66,9.484848484848484
9,356.2228202368138,10.926803013993542,7.9416506519856105,3.238964971804872,-0.3417109418107356,929.0,9.0,3.0,3.2482517482517483,4.787307364817192,4.918490759365935,1.8712051592547776,8.117274569709014,344,382,0,19,286,8.248251748251748
10,670.7829457364342,4.131782945736434,2.6431024120165785,1.4073159181105144,1.4105816314371427,129.0,5.0,2.0,1.8970588235294117,2.4592453796829674,2.326213245840639,0.7978845608028654,3.826519928662906,667,674,0,10,68,7.897058823529412
11,121.12702366127024,9.775840597758407,5.027742410611153,2.4879048172602136,0.7734779883945195,803.0,9.0,3.0,3.568888888888889,4.820437914901168,4.3336224206596095,1.692568750643269,7.203090409536582,112,129,0,18,225,8.568888888888889
12,642.7026022304833,10.111524163568774,2.971787393249401,1.8843746953139666,-0.12889829293414531,269.0,5.0,2.0,2.7448979591836733,3.8678889139475245,3.0382538898732494,1.2615662610100802,4.686510657907603,636,648,6,14,98,10.744897959183673
