ID,X,Y,A,B,theta,total_flux,mu_max,mu_median,mu_mean,R_fwhm,R_e,R10,R90,x_start,x_end,y_start,y_end,area,greylevel
0,507.17257786620723,503.53228000362725,299.91294947444646,284.5194999553476,-0.47189633064320274,2062159.0,13.0,1.0,2.1355492867898187,116.63451292750642,240.39508409374673,90.71880790267203,398.86048884945683,0,1023,0,1023,965634,2.1355492867898187
1,240.0610079575597,12.238726790450928,2.7588908775341996,2.267627015609067,0.5422492454305292,377.0,6.0,4.0,3.5904761904761906,4.853342309955121,3.2897623212397704,1.381976597885342,4.982787485166879,234,246,7,17,105,9.59047619047619
2,273.8177619147596,4.456435019945412,6.152222891221198,3.2277503937184933,-0.17491826152625126,4763.0,37.0,8.0,11.31353919239905,5.556622981616415,5.046265044040321,2.0342144725641096,8.77673016883152,257,287,0,15,421,18.31353919239905
3,403.92777819747675,33.00760494573292,11.121452751262293,9.687491293811865,0.4633448277477632,79422.0,119.0,15.0,28.05439773931473,12.179179240065665,12.218319713454786,4.753945931439391,21.988922600099762,372,440,0,68,2831,34.05439773931473
4,452.11764705882354,24.764705882352942,2.4313773181591203,1.7033945889487816,1.208191146419023,136.0,4.0,2.0,1.6585365853658536,3.6996385101659595,2.5854414729132054,0.9772050238058398,4.068428945128219,448,456,19,29,82,9.658536585365853
5,774.863436123348,40.75330396475771,4.465110647106027,1.8360129305356703,-1.0773957914835457,227.0,5.0,2.0,1.9912280701754386,3.2410224072142872,3.1915382432114616,1.1283791670955126,5.262410103554244,767,779,32,48,114,10.991228070175438
6,168.14869888475837,37.54275092936803,5.0328712345751025,1.911709300119054,0.12571365468264567,269.0,4.0,2.0,2.2231404958677685,5.382025607773058,3.5682482323055424,1.381976597885342,5.440847306724618,161,179,32,41,121,8.223140495867769
7,130.02384291725105,39.22159887798036,7.603943220959418,2.8291598993385945,-0.27000176634155987,1426.0,9.0,4.0,3.9943977591036415,6.627726932618989,5.863230142835039,2.256758334191025,9.201653640780462,114,147,33,48,357,9.994397759103641
8,1003.3918918918919,43.689189189189186,3.292693147989207,1.6406623668517553,-1.0731226821351396,148.0,4.0,1.0,1.5257731958762886,3.6996385101659595,2.6462837142006137,0.9772050238058398,4.406461512053774,998,1008,38,52,97,8.525773195876289
9,275.4415584415584,57.95454545454545,2.0499352243245434,1.8009949322364662,0.0891438685082401,154.0,4.0,2.0,2.138888888888889,3.826519928662906,2.5231325220201604,0.9772050238058398,3.7846987830302403,271,280,54,62,72,9.13888888888889
